3,51.504852,-0.146308
5,51.501237,-0.150922
6,51.513631,-0.144223
2,51.541549,-0.135444
5,51.503028,-0.150417
4,51.513162,-0.160095
2,51.588784,-0.070135
4,51.523527,-0.173084
2,51.519731,-0.189236
3,51.573649,-0.073951
4,51.493255,-0.198496
3,51.533722,-0.325945
2,51.515398,-0.398248
2,51.513804,-0.248994
2,51.646136,-0.193164
3,51.538108,-0.29954
2,51.578591,-0.470643
2,51.615019,0.118905
4,51.527968,-0.020085
4,51.50321,0.227119
5,51.526687,-0.061805
2,51.58081,-0.099484
2,51.511173,-0.010725
2,51.590772,-0.0598
2,51.532742,0.108449
4,51.500307,0.228418
2,51.597744,0.16373
2,51.588687,-0.069706
2,51.424637,-0.057496
2,51.476741,-0.016688
2,51.483827,-0.091421
2,51.430402,0.083304
2,51.474565,-0.32696
3,51.463466,-0.167997
2,51.447022,-0.128935
2,51.433615,-0.128476
2,51.410694,-0.227484
2,51.441173,-0.106295
2,51.447439,-0.406672
3,51.502232,-0.22696
3,51.48603,-0.122009
2,51.515641,-0.221683
3,51.511553,-0.224869
2,51.503078,-0.223469
4,51.479531,-0.114932
3,51.449398,-0.131285
2,51.657167,-0.401929
2,51.654372,-0.401449
2,51.655277,-0.401851
2,51.645801,-0.328324
3,51.687446,-0.172133
3,51.702356,-0.379208
2,51.699178,-0.377006
3,51.687729,-0.167203
2,51.968565,0.214163
2,51.968568,0.214017
2,51.842936,0.723846
2,51.485268,0.267008
3,51.483442,0.263749
3,51.609697,0.264249
2,51.603216,0.561865
3,51.53322,-0.551752
2,51.514947,-0.535758
2,51.57254,-0.524816
2,51.572536,-0.981387
2,51.610057,-1.105901
2,51.662682,-0.946112
2,51.371995,-1.297167
2,51.493041,-0.545823
2,51.371906,-1.297312
3,51.272874,-1.007524
2,51.272837,-1.003224
2,51.273057,-1.00795
2,51.214359,-1.529506
2,51.269905,-0.528795
2,51.268578,-0.530557
2,51.314109,-0.331369
2,51.419549,-0.543842
2,51.448582,0.583854
2,51.117902,0.94749
2,51.118452,0.947097
2,51.323988,0.50665
2,51.049089,0.257339
2,51.049718,0.257369
2,51.053233,0.256969
3,51.509763,-0.088176
7,51.507925,-0.130332
2,51.537145,-0.141247
3,51.553986,-0.165661
6,51.519808,-0.17107
5,51.514576,-0.147067
3,51.517479,-0.120428
3,51.492129,-0.201278
2,51.588684,-0.069561
3,51.517957,-0.167685
3,51.528563,-0.127468
3,51.514086,-0.161643
2,51.588403,-0.10191
4,51.522075,-0.172277
3,51.577743,-0.098891
3,51.509128,-0.132444
4,51.515897,-0.151049
3,51.522933,-0.158116
3,51.573356,-0.07252
3,51.554067,-0.16508
4,51.519855,-0.262888
3,51.559693,-0.250838
2,51.593207,-0.219088
2,51.540438,-0.299021
5,51.557036,-0.253537
3,51.539558,-0.344333
2,51.514737,-0.395965
2,51.552829,-0.254852
7,51.521306,-0.263697
2,51.55335,-0.21776
4,51.532701,-0.33002
3,51.573985,-0.072493
2,51.574739,-0.08011
3,51.548763,-0.075435
3,51.509244,-0.003027
3,51.50612,0.225387
4,51.524816,-0.019789
3,51.61218,-0.109729
2,51.612821,-0.132957
2,51.612296,-0.133845
2,51.429683,0.083271
2,51.442292,0.051611
2,51.507333,-0.115802
2,51.486036,-0.094498
2,51.496475,-0.111639
3,51.466059,-0.066247
2,51.463185,-0.066513
3,51.425108,-0.130694
2,51.439888,-0.387078
2,51.437202,-0.105452
3,51.45887,-0.190494
2,51.482748,-0.113647
2,51.488591,-0.205162
3,51.485614,-0.319786
3,51.460754,-0.167098
2,51.482616,-0.336603
2,51.442144,-0.387718
3,51.515082,-0.226317
2,51.709509,-0.040248
2,51.708265,-0.04117
4,51.687563,-0.168078
2,51.482013,0.263246
3,51.609699,0.264104
2,51.677644,0.121973
2,51.602379,0.563117
2,51.570466,0.541838
2,51.668815,-0.958261
2,51.781572,-1.55639
3,51.666448,-0.954989
2,51.483659,-0.625334
2,51.453798,-0.945892
2,51.428474,-0.844488
2,51.215453,-1.533074
2,51.201767,-1.506733
2,51.323538,0.506625
2,51.429386,0.207557
2,51.313168,0.951384
2,51.312457,0.947464
3,51.499127,-0.159652
2,51.505996,-0.214277
2,51.516045,-0.081859
3,51.488756,-0.129388
3,51.490156,-0.132644
3,51.518039,-0.155719
2,51.523684,-0.137327
2,51.516285,-0.130134
2,51.572943,0.047387
2,51.616031,0.117652
3,51.600527,0.164007
2,51.519607,0.016741
2,51.532778,0.111479
3,51.486332,-0.124014
3,51.426822,-0.131055
2,51.478924,-0.094074
2,51.426471,-0.054253
2,51.407646,-0.025575
2,51.537972,-0.302573
3,51.554735,-0.250019
2,51.616209,-0.176875
2,51.64649,-0.186935
2,51.61405,-0.176817
3,51.52168,-0.124435
2,51.505591,-0.211267
3,51.530038,-0.124092
4,51.519838,-0.172943
3,51.529576,-0.014104
2,51.534402,-0.07705
2,51.477939,-0.116581
4,51.486523,-0.124726
2,51.394145,0.027749
2,51.493649,-0.171686
2,51.422685,-0.159417
3,51.461445,-0.114237
3,51.492655,-0.200393
2,51.447445,-0.407103
2,51.512162,-0.247471
2,51.535252,-0.345066
7,51.522669,-0.264654
6,51.519971,-0.264613
2,51.63106,-0.043631
2,51.701964,-0.383419
4,51.68688,-0.17042
2,51.707756,-0.037573
4,51.687473,-0.168081
3,51.684352,-0.187159
2,51.568214,0.542001
3,51.483642,0.26736
2,51.971775,0.215631
2,51.678781,0.12868
2,51.602269,-0.688466
2,51.514684,-0.536342
2,51.602736,-0.690041
3,51.580801,-0.53826
2,51.7404,-1.101303
2,51.610596,-1.10589
2,51.490972,-0.545745
2,51.453453,-0.967776
2,51.429414,-0.848636
2,51.26982,-0.529228
2,51.238388,-0.576215
2,51.424647,-0.570865
2,51.255241,-0.000726
4,51.442236,0.236526
3,51.320843,0.506478
2,51.501308,-0.161149
2,51.505994,-0.214133
2,51.487797,-0.188629
2,51.489716,-0.190569
2,51.518081,-0.0799
4,51.513223,-0.158219
2,51.515823,-0.174978
4,51.512453,-0.149315
6,51.503803,-0.148224
4,51.505983,-0.126953
3,51.521554,-0.161919
3,51.514176,-0.16164
3,51.502418,-0.145975
5,51.51482,-0.145471
3,51.517694,-0.168128
5,51.512082,-0.131603
2,51.536714,-0.142418
4,51.518931,-0.121233
3,51.525565,-0.125573
3,51.515498,-0.224139
2,51.54607,-0.075693
2,51.534574,-0.07661
3,51.526462,-0.064554
2,51.521508,-0.047754
4,51.527886,-0.020521
2,51.510544,-0.026749
5,51.524667,-0.059296
4,51.526072,-0.062696
2,51.602747,0.019268
3,51.608394,0.261873
3,51.608531,0.264046
3,51.427582,-0.133614
3,51.461108,-0.115691
3,51.447879,-0.131923
4,51.482555,-0.124025
2,51.451186,-0.130636
3,51.425557,-0.130676
