4,51.497228,-0.10815
4,51.499808,-0.078795
3,51.497226,-0.080344
2,51.491758,-0.098005
2,51.478028,-0.094256
2,51.408448,0.148597
2,51.560892,-0.252812
2,51.535646,-0.297181
3,51.55371,-0.253664
4,51.557741,-0.216723
2,51.491571,-0.296375
3,51.485522,-0.319646
2,51.409269,-0.228402
2,51.477598,-0.145974
5,51.524413,-0.260984
2,51.537685,-0.345411
6,51.523754,-0.265046
3,51.53345,-0.325811
6,51.523686,-0.26649
2,51.575432,-0.469739
2,51.551598,-0.448903
2,51.516628,-0.396187
2,51.374115,-0.096994
2,51.680548,0.120517
4,51.532009,-0.54833
2,51.740681,-1.102746
2,51.781661,-1.556245
2,51.453039,-1.080044
2,51.490628,-0.547052
3,51.504212,-0.599212
2,51.453587,-1.081184
2,51.200143,-1.505605
2,51.199593,-1.503035
2,51.283992,-0.700994
2,51.229085,-0.334733
2,51.315243,-0.335203
2,51.257993,-0.003903
2,51.408443,0.148884
2,51.487745,-0.167889
2,51.509631,-0.085587
3,51.51391,-0.156174
3,51.520624,-0.165704
3,51.548045,-0.075465
3,51.525316,-0.033463
2,51.509065,-0.029696
2,51.5509,0.047984
2,51.395345,0.025933
3,51.554078,-0.212394
2,51.488847,-0.135146
2,51.581172,-0.099614
2,51.588183,-0.099465
6,51.502367,-0.148427
6,51.514573,-0.146923
3,51.521524,-0.200552
3,51.521306,-0.19811
4,51.514132,-0.141752
2,51.502076,-0.158524
5,51.514576,-0.147067
3,51.509541,-0.118881
3,51.502709,-0.153024
4,51.507783,-0.127023
2,51.510887,-0.141308
2,51.533695,-0.324072
2,51.511236,-0.251686
2,51.55383,-0.447673
2,51.52419,-0.14091
2,51.54504,-0.134435
5,51.519016,-0.120941
3,51.546662,0.048659
2,51.588429,-0.103497
2,51.68255,-0.057614
2,51.506413,-0.027072
3,51.612355,-0.109433
2,51.526089,-0.085618
2,51.411571,-0.023681
2,51.495574,-0.100439
3,51.481831,-0.112532
4,51.49294,-0.09882
2,51.49727,-0.099648
4,51.482259,-0.094511
3,51.464592,-0.114252
2,51.485086,-0.333201
2,51.487241,-0.205071
2,51.505859,-0.22898
2,51.423815,-0.162679
3,51.409409,-0.231704
2,51.460734,-0.165804
2,51.511944,-0.382517
2,51.499166,0.231676
2,51.924567,0.934471
2,51.792321,1.151123
2,51.571178,0.542166
2,51.788668,1.153189
2,51.600096,0.564722
3,51.679483,0.124663
2,51.514859,-0.535904
4,51.579983,-0.537565
3,51.60329,-0.691325
2,51.576819,-0.536223
3,51.662391,-0.943805
2,51.452861,-1.080335
2,51.423509,-0.573346
2,51.448759,0.584008
2,51.312641,0.947332
2,51.42928,0.208415
2,51.121006,0.945687
4,51.440458,0.240181
2,51.157891,0.304552
4,51.440439,0.236438
4,51.507785,-0.127167
3,51.516228,-0.132154
2,51.47856,-0.144206
2,51.457379,-0.410212
2,51.603833,0.018883
4,51.489327,-0.131381
2,51.611593,-0.134885
3,51.506014,-0.003456
3,51.531314,-0.010568
3,51.508015,-0.00481
2,51.52485,-0.081345
3,51.50312,0.227114
5,51.526689,-0.061949
5,51.556463,-0.215475
4,51.557254,-0.21429
3,51.554069,-0.165225
2,51.557949,-0.248453
2,51.480333,-0.10885
2,51.545286,-0.219662
2,51.603019,0.019136
4,51.527725,-0.021681
2,51.532716,0.10989
2,51.682285,-0.057915
3,51.612764,-0.106961
2,51.462204,-0.066986
4,51.501149,-0.078306
2,51.393875,0.022562
2,51.373663,-0.096869
2,51.672455,0.095407
2,51.6175,0.115987
2,51.96006,0.971584
2,51.846079,0.724035
2,51.574446,-0.526198
2,51.668447,-0.957402
2,51.782277,-1.552615
3,51.45274,-0.948219
2,51.405387,-1.317646
2,51.314526,-0.335372
2,51.246269,-0.166756
2,51.418479,-0.544595
2,51.433494,0.570628
2,51.433539,0.239842
2,51.406598,0.151386
2,51.529936,-1.751149
3,51.493939,-0.202071
2,51.596481,0.163959
3,51.484141,-0.323729
2,51.375479,-0.097943
3,51.543856,0.049687
2,51.54607,-0.075693
2,51.529994,-0.225305
3,51.576508,-0.07282
2,51.494465,-0.195279
2,51.68256,-0.058193
3,51.460945,-0.116705
2,51.500366,-0.074449
2,51.648255,-0.04477
3,51.517578,-0.065651
2,51.54266,-0.137417
2,51.495205,-0.110971
2,51.612435,-0.177026
2,51.489726,-0.226581
2,51.450409,-0.406856
2,51.532063,-0.310579
3,51.522445,-0.155685
2,51.528699,-0.031443
3,51.546931,0.048671
2,51.490779,-0.207093
2,51.52418,-0.128945
2,51.430712,0.081016
2,51.537396,-0.140083
2,51.588131,-0.063233
2,51.50399,-0.224298
2,51.414885,0.070805
4,51.527635,-0.021685
2,51.511469,-0.38066
3,51.486884,-0.320604
2,51.520569,-0.116841
3,51.529675,-0.014676
2,51.434692,-0.128288
3,51.529568,-0.013672
3,51.48971,-0.127188
2,51.440094,-0.10634
3,51.497578,-0.079897
4,51.527076,-0.058184
4,51.615592,-0.109443
3,51.494138,-0.095024
4,51.511736,-0.132482
4,51.508504,-0.127138
2,51.612976,-0.064775
2,51.854801,-0.421073
2,51.808698,-0.051179
2,51.68393,-0.183125
3,51.702358,-0.379352
2,51.683974,-0.186016
2,51.921309,0.935277
3,51.53114,-0.550809
2,51.574818,-0.527196
3,51.531501,-0.550941
2,51.583431,-0.540052
2,51.663416,-0.94783
2,51.479622,-0.626176
2,51.371997,-1.297455
2,51.214635,-1.530935
2,51.257517,-0.002347
2,51.418833,-0.544153
2,51.430055,0.205431
2,51.157535,0.304391
2,51.516043,-0.081715
3,51.512644,-0.088343
2,51.424001,-0.163104
2,51.441965,-0.387724
2,51.524778,-0.138291
2,51.536109,-0.076978
3,51.557439,-0.167974
3,51.50312,0.227114
2,51.463132,-0.169595
2,51.605586,-0.085741
3,51.518693,-0.197781
2,51.498628,-0.105787
2,51.589611,-0.060283
2,51.511759,-0.382091
5,51.51995,-0.17438
4,51.52123,-0.158473
2,51.435945,-0.127949
2,51.54167,-0.341084
2,51.372533,-0.012575
3,51.520715,-0.200584
2,51.488576,-0.192487
5,51.556092,-0.214768
2,51.496006,-0.104887
2,51.550973,-0.449213
2,51.52732,-0.056588
2,51.527611,-0.129814
3,51.516389,-0.119752
4,51.509778,-0.002715
2,51.477319,-0.117183
7,51.521304,-0.263553
5,51.50188,-0.15176
4,51.513214,-0.129251
2,51.660647,-0.34802
2,51.787275,1.151496
2,51.922318,0.93447
3,51.581209,-0.534928
2,51.609698,-1.106053
2,51.740399,-1.101158
2,51.408902,-1.319031
2,51.452081,-0.944924
2,51.272949,-1.007923
2,51.424734,-0.570575
2,51.159495,0.305347
2,51.434901,0.239189
2,51.446452,0.582582
5,51.438247,0.238202
4,51.440954,0.237759
